title,company,rating,place,job_type,salary,timestamp,qualifications,description,logo_url,url
Cleared Full Stack Developer,"Toptimum, LLC",,"Ashburn, VA",Full-time,Estimated: $145K - $203K a year,,"['Cloud infrastructure', '6 years', 'Kubernetes', 'Big data', 'Spark', 'Java', 'Application development', 'PKI', 'AWS', ""Bachelor's degree"", 'DNS', 'Software development', 'GitHub', 'APIs', 'Linux', 'TS/SCI with Polygraph', 'Unit testing', 'Senior level', 'Jenkins', 'Python', 'Shell Scripting', 'Hadoop']","Description: Responsible for developing and/or engineering the end-to-end features of a system, from user experience to backend code. Use development skills to deliver innovative solutions that help our clients improve the services they provide. Leverage new technologies that can be applied to solve challenging business problems with a cloud mindset. Using Agile methodologies, modern languages, popular software architectures and frameworks, cloud technologies, and microservice-based approaches, lead the development team to build innovative, complex systems. Collaborates on the design and the environment to make sure the solution being developed considers the current architecture and operating environment, as well as future functionality and enhancements. Possesses strong experience in Python coding including API development as well as usage of version control systems such as Github. Strong experience in cloud architectures and engineering preferred.

Duties/Responsibilities

 Leveraging the Scrum methodology to plan and execute tasks within the project Program Increment strategy
 Software development includes use of Python, Java and various shell scripting activities
 Use of Spark, Hadoop, HUDI technologies software architectures and frameworks
 Deploy Cloud infrastructure using AWS C2S available services in the IDL VPC boundaries. (Many services are deployed using a serverless architecture like Lambda functions and associated services)
 Deploy small units of code in a managed way using Microservices and Kubernetes container orchestration
 Leading teammates on innovation approaches to solving hard data set engineering issues and cloud configurations. This includes working with the ISSM and various networking professionals to ensure data routing and access meets needs
 Use of Python and/or Java while deploying the code in an automated fashion where Jenkins is linked to Github. This facilitates unit testing, code review, code coverage etc. as part of coding best practices


Required Qualifications:

 U.S. Citizenship
 Requires an active TS/SCI security clearance w/ Poly
 Bachelor’s degree
 6+ years years of experience in software/application development
 Python development experience
 Familiarity with Linux OS
 Experience with general web architecture (AWS, etc.)
 Understanding of how to build and run containerized applications
 Familiarity with, or a working understanding of big data search tools (Trino, OpenSearch, Elastic, etc.)
 Ability to multitask, sometimes at a rapid pace, with good attention to details
 High degree of accountability and personal integrity
 Ability to effectively follow-through and manage status reporting and scheduling
 Ability to work well both independently and as part of a team


Desired Qualifications:

 API Development
 PKI infrastructure
 Customer DNS routing systems
 Enterprise services surrounding
 User Authentication and Authorization
 Data Handling protocols
 Physical Requirements

 Ability to work full-time (40 hours/week) at the customer site while sitting at a desk and working on a computer
 Ability to be in the office during core hours of 9am-3pm
 Routine video conference and/or in-person meetings
 Ability to attend planned meetings within the Washington Metro Area region",,https://www.simplyhired.com/job/o3YbGnWGgYmWIkBEIDquHiDDCcE7i2Nj5SyojloNkvcMqvtwTvCXfA
Full-Stack Developer,Quantum Electronic Payments,3.7 out of 5 stars,"Anaheim, CA",Full-time,"$85,000 - $122,000 a year",,"['Jira', 'CSS', 'Bootstrap', 'PCI', 'React', 'RESTful API', 'Full-stack development', 'Relational databases', 'DevOps', 'Laravel', 'Mid-level', '3 years', 'Databases', 'PHP', 'OOP', 'AWS', 'Docker', 'DigitalOcean', 'JavaScript', 'GitHub', 'APIs', 'Vue.js', 'Figma', 'Communication skills', 'jQuery', 'MySQL', 'AWS Lambda']","Unlock your potential with Quantum ePay We're a full-service financial technology provider that helps business owners lower their costs, earn more money, and improve their quality of life.
We offer truly innovative payment processing solutions and an ever-expanding line of products to boost productivity, enabling our clients to operate efficiently and effectively in confidence. With a focus on providing exceptional service to our merchants, we bestow integrity, teamwork, passion, and delivering reliable service. Our company is growing, and we are seeking experienced business professionals!
We're looking for a skilled Full-Stack Developer to join our growing team and help us evolve our products into a modern, scalable, and intuitive platform.
ESSENTIAL DUTIES AND RESPONSIBILITIES:
Collaborate with product, design, and engineering teams to build new features and optimize existing ones across Quantum's platform
Work on both internal-facing tools and customer-facing features
Refactor legacy jQuery/Bootstrap code to modern frontend frameworks like React and/or Vue with Tailwind
Write clean, testable PHP code in Laravel, leveraging Eloquent, Jobs, Events, Notifications, and Queues
Build and consume APIs, manage integrations, and optimize database queries
Participate in code reviews, agile ceremonies, and architecture discussions
TECH STACK
Backend: Laravel (Monolith), MySQL
Frontend: React, Vue, jQuery, Bootstrap, Tailwind CSS
DevOps: AWS, DigitalOcean, Docker, GitHub Actions
Tooling: Jira, Slack, Figma, Postman
QUALIFICATIONS:
3+ years of full-stack development experience with Laravel and modern JS frameworks (React or Vue)
Solid understanding of OOP, RESTful APIs, and relational databases
Experience working with monoliths and incrementally modernizing legacy codebases
Comfortable navigating and improving code that blends jQuery and modern JS
Familiarity with payment systems or fintech is a plus
Self-motivated and reliable with strong communication skills
NICE-TO-HAVE:
Experience with headless architecture or API-first platforms
Knowledge of compliance standards in the payments space (e.g. PCI)
Familiarity with serverless Laravel apps (e.g., Laravel Vapor or AWS Lambda)
SALARY:
This role includes quarterly profit-sharing bonuses as part of a total compensation package, in addition to a full range of medical, dental, retirement planning, and other benefits.
Base salary range: $85,000 - $122,000
Salary including quarterly profit-sharing bonus and comprehensive benefits program range (annualized): $109,125 - $ 153,525
LOCATION: This role requires the employee to work fully onsite at our Anaheim Hills location.
WHY WORK HERE?
Awarded Top Workplace of Orange County by the OC Register!
Flex PTO!
New state-of-the-art, open-concept facility with stand-up desks, balance boards, stationary bikes, and more!
Work hard, play hard culture!
Monthly Beer Socials and BBQs!
Proven ""promote from within"" mentality!
Benefit offerings:
Medical, dental, vision, acupuncture, and chiropractic
401k Safe Harbor; 100% employer match processed semi-monthly, up to 4%
Profit Sharing; paid on a quarterly basis",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/128x128/44526694ee0d8999ccf6d1dfa6c99c77,https://www.simplyhired.com/job/v61W53E131FAhLwoUwO7JBR1LUJg3MnuHI_H2_saK3H0Q9MOliw3gw
Integration Full Stack Engineer,Lockheed Martin,4 out of 5 stars,"Bethesda, MD",Full-time,,13 hours ago,"['Cisco ISE', 'UI development', 'System administration', 'Kubernetes', 'XML', 'Full-stack development', 'Kanban', 'Visio', 'Git', 'Mid-level', 'Windows', 'Tableau', 'Java', 'SOAP', 'AWS', 'Analysis skills', 'Virtualization', 'RabbitMQ', 'REST', 'Scripting', 'UX', 'Scrum', 'APIs', 'Red Hat OpenShift', 'Agile', 'IT', 'Web services', 'VMware', 'Linux', 'Eclipse', 'JSON', 'Kafka', 'Manufacturing', 'Maven', 'Python', 'Shell Scripting']","Job ID: 697727BR

Date posted: Jul. 14, 2025

Description:Seeking highly motivated, and creative Software Developers/ Systems Integrators / Software Engineers /Full Stack Engineers. Apply your skills to advance manufacturing technology at Lockheed Martin by helping us build Industrial Internet of Things (IIoT) gateway solutions for all Lockheed Martin factories. Our team of Full Stack Engineers get exposure to edge compute, infrastructure, network, security, application automation, data and analytics. Be part of an amazing high performance agile team. Work with industry experts. Come help build an Intelligent Factory future.
Apply your skills and be responsible for development of IT solutions across all components of stack through design, development, integration, test, implementation and support. Must be comfortable in using agile development practices and DevSecOps technology stacks preferred. Growth mindset is a must.
What's In It For You

From onsite to remote, we offer flexible work schedules to comprehensive benefits investing in your future and security, Learn more about Lockheed Martin's comprehensive benefits package here.

Do you want to be part of a company culture that empowers employees to think big, lead with a growth mindset, and make the impossible a reality? We provide the resources and give you the flexibility to enable inspiration and focus -if you have the passion and courage to dream big, work hard, and have fun doing what you love then we want to build a better tomorrow with you.
Basic Qualifications:
U.S. citizenship required. Must be eligible to obtain and maintain security clearance due to contractual requirements.Growth Mindset, with an interest in emerging technologiesKnowledgable of system integrationProficient in writing simple programs in Java or Python (< 500 Lines of code)Proficient with Shell Scripting
Desired Skills:
Strong written and verbal communicationsExperience working with customersExperience with message queues like Apache Kafka, RabbitMQ, or IBM MQKnowledge of API designFamiliarity with data formats like JSON, XML, or AvroExperience with Linux and Windows system administration and scriptingExperience with version control (Git)Industrial Automation experience in the manufacturing domainKnowledge of VMware Cloud FoundationKnowledge of Grafana, Tableau and other analytics platforms and toolsKnowledge of Cisco SD-Access (Should be talking DNAC, ISE)Knowledge of Maven and EclipseKnowledge of static analysis of codeKnowledge of visio or cameoKnowledge of AWS development and operationsKnowledge of queing servicesKnowledge of server virtualizationKnowledge of application hosting/containerizationKnowledge of Kubernetes (Rancher, OpenShift, stock Kubernetes, Tanzu)Knowledge of REST/SOAP web servicesKnowledge of Agile methodologies (scrum, Kanban)Experience developing, testing, deploying, and sustaining APIs, web and console applicationsExperience with database create, read, update, delete operationsExperience with UI/UX development
Security Clearance Statement: This position requires a government security clearance, you must be a US Citizen for consideration.
Clearance Level: Secret
Other Important Information You Should Know
Expression of Interest: By applying to this job, you are expressing interest in this position and could be considered for other career opportunities where similar skills and requirements have been identified as a match. Should this match be identified you may be contacted for this and future openings.
Ability to Work Remotely: Full-time Remote Telework: The employee selected for this position will work remotely full time at a location other than a Lockheed Martin designated office/job site. Employees may travel to a Lockheed Martin office for periodic meetings.
Work Schedules: Lockheed Martin supports a variety of alternate work schedules that provide additional flexibility to our employees. Schedules range from standard 40 hours over a five day work week while others may be condensed. These condensed schedules provide employees with additional time away from the office and are in addition to our Paid Time off benefits.
Schedule for this Position: 4x10 hour day, 3 days off per week
Pay Rate: The annual base salary range for this position in most major metropolitan areas in California and New York is $84,300 - $146,165. For states not referenced above, the salary range for this position will reflect the candidate's final work location. Please note that the salary information is a general guideline only. Lockheed Martin considers factors such as (but not limited to) scope and responsibilities of the position, candidate's work experience, education/ training, key skills as well as market and business considerations when extending an offer. Benefits offered: Medical, Dental, Vision, Life Insurance, Short-Term Disability, Long-Term Disability, 401(k) match, Flexible Spending Accounts, EAP, Education Assistance, Parental Leave, Paid time off, and Holidays. This position is incentive plan eligible.
Pay Rate: The annual base salary range for this position in California and New York (excluding most major metropolitan areas), Colorado, Hawaii, Illinois, Maryland, Minnesota, New Jersey, Vermont, Washington or Washington DC is $73,400 - $129,260. For states not referenced above, the salary range for this position will reflect the candidate's final work location. Please note that the salary information is a general guideline only. Lockheed Martin considers factors such as (but not limited to) scope and responsibilities of the position, candidate's work experience, education/ training, key skills as well as market and business considerations when extending an offer. Benefits offered: Medical, Dental, Vision, Life Insurance, Short-Term Disability, Long-Term Disability, 401(k) match, Flexible Spending Accounts, EAP, Education Assistance, Parental Leave, Paid time off, and Holidays. (Washington state applicants only) Non-represented full-time employees: accrue at least 10 hours per month of Paid Time Off (PTO) to be used for incidental absences and other reasons; receive at least 90 hours for holidays. Represented full time employees accrue 6.67 hours of Vacation per month; accrue up to 52 hours of sick leave annually; receive at least 96 hours for holidays. PTO, Vacation, sick leave, and holiday hours are prorated based on start date during the calendar year. This position is incentive plan eligible.
Lockheed Martin is an equal opportunity employer. Qualified candidates will be considered without regard to legally protected characteristics.
The application window will close in 90 days; applicants are encouraged to apply within 5 - 30 days of the requisition posting date in order to receive optimal consideration.
At Lockheed Martin, we use our passion for purposeful innovation to help keep people safe and solve the world's most complex challenges. Our people are some of the greatest minds in the industry and truly make Lockheed Martin a great place to work.


With our employees as our priority, we provide diverse career opportunities designed to propel, develop, and boost agility. Our flexible schedules, competitive pay, and comprehensive benefits enable our employees to live a healthy, fulfilling life at and outside of work. We place an emphasis on empowering our employees by fostering an inclusive environment built upon integrity and corporate responsibility.

If this sounds like a culture you connect with, you're invited to apply for this role. Or, if you are unsure whether your experience aligns with the requirements of this position, we encourage you to search on Lockheed Martin Jobs, and apply for roles that align with your qualifications.
Experience Level: Experienced Professional
Business Unit: ENTERPRISE BUSINESS SERVICES
Relocation Available: Possible
Career Area: Information Technology
Type: Full-Time
Shift: First",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/128x128/debbff68624041821d0c56fbccbcc330,https://www.simplyhired.com/job/Bwrb5nzDvFukNyd9_a5gn7Wh8V_ow6-wlpn1cLohGoHNjoUlqYneHg
Full Stack Developer,BloomNet,3.3 out of 5 stars,"Jericho, NY",,"$90,000 - $110,000 a year",,"['ASP.NET', '7 years', 'CSS', 'Software troubleshooting', 'Visual Studio', 'C#', 'Git', 'Windows', 'SQL', 'Analysis skills', 'JavaScript', 'SQL Server Management Studio', 'Scrum', 'Software development', 'APIs', 'Project management methodology', 'Agile', 'Senior level', 'Debugging', 'HTML']","Job Summary:

We are seeking a seasoned Full Stack Developer to work along-side, a team of software engineers, in a collaborative Agile environment to develop and maintain new and existing software applications.

Core Duties and Responsibilities:

Collaborate with cross-functional teams to design, develop, and maintain software applications
Consult with team leaders, managers, and stakeholders to gather and review requirements, and create functional specifications.
Write clean, efficient, and maintainable code
Utilize software engineering patterns, practices, and guidelines to deliver high quality software solutions consistently and efficiently
Participate in software development related activities.
Troubleshoot and debug applications.
Stay up to date with software engineering trends and emerging technologies.
Participate in peer-reviews of solution designs and related code.
Consult and collaborate with business units to develop software solutions to meet business goals, solve problems or refine processes.
Work to develop projects and enhancements making sure they are delivered with the expected functionality and within project timelines.
Promote new ideas and make sound technical decisions.
Perform other duties as assigned.

Qualifications:

Minimum of 7 years software engineering experience required
Minimum of 5 years working hands-on in Agile software development highly preferred, ideally Scrum style Agile development model.
Agile project management methodology experience
Ability to establish API Connections both to pull data and push data
Advanced knowledge of Asp.net, C#, HTML, CSS, JavaScript, and SQL
Knowledge of how to debug windows apps and web apps
Knowledge of Visual Studio, SSMS, Git and SOLID design principles
Extensive knowledge of engineering best practices and principles as well as understanding computational & scientific methods of problem solving
Excellent analytical skills including the ability to analyze, troubleshoot, process, change and improve design, process, and the products
Strong presentation, written and verbal skills.
Able to communicate ideas and recommendations to non-engineer team members in a clear manner

The expected salary range for this position is $90,000-$110,000. The actual compensation will be determined by experience and other factors permitted by the law.
Requirements:
Must be able to commute to our Jericho HQ 4x per week",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/128x128/a7657c2fb84cca6cba94273dae6de503,https://www.simplyhired.com/job/lFHFalWAO0g1Lo7PBnGIP6gso7xfJK-nYfFyRazle0n6LSaXxLJ7dQ
Full Stack Engineer - Upgrades/Migrations,odoo,4.2 out of 5 stars,"Brisbane, CA",,Estimated: $59.6K - $87.7K a year,,['Mid-level'],"8000 Marina Blvd #300, , Brisbane, CA 94005, United States
Services / Upgrade Services",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/128x128/ac9705909f4873f61bcae4a2299eeb71,https://www.simplyhired.com/job/zcZzjhLGgxFcm_y1Ti2ra8C4O9QoEFZxXMP8hDNABBwgDMuAlxutfQ
Sr. Full Stack Developers,Optimal Technologies,,"Lawrenceville, GA",Full-time,Estimated: $91K - $116K a year,,"['Computer Science', 'Full-stack development', 'Mid-level', 'Java', ""Master's degree"", 'Software development', 'Information Technology']","Optimal Technologies Inc. is seeking Sr. Java Full Stack Developers to design and develop software applications and systems using Java technologies and Agile & Scrum methodology.
Require Master’s degree in Computer Science, Information Technology, Information Systems, or related field. Also require 1-year software development experience. This position requires frequent relocation to client sites at various unanticipated locations throughout the US. Full time, 40hour/week.

To apply:
Mail resume to HR, Optimal Technologies Inc., 2775 Cruse Rd, Suite # 2502, Lawrenceville, GA 30044, USA. Must refer Job# GASV1902.",,https://www.simplyhired.com/job/dupjdnccs-iDVx1lvPh6MiJsSt1ZJzV7q7U9-_AohvmCA2_xNTOw8w
Sr.Full Stack Java Developer,RakirS Systems,,"Henderson, NV",,Estimated: $101K - $146K a year,,"['Bamboo', 'Kubernetes', 'Full-stack development', 'Git', 'Mid-level', 'Java', ""Master's degree"", 'AWS', 'Docker', 'REST', 'Maven', 'Jenkins', 'Spring Framework', 'Hibernate']","Sr.Full Stack Java Developer
Job ID: 1358
Job Posted: 11/16/2020
Responsibilities:

You will design, develop, test and maintain elegant software solutions.
Actively engage in code reviews and knowledge sharing so we all grow together.
Work closely with other engineers to developer cross-team features.
Experience with Docker, Kubernetes, Jenkins, Git, Bamboo, SonarQube, AWS knowledge
JAVA 8 (mandatory), REST, Spring, Hibernate, Maven, Docker/Containers, AWS, Relational Databases, JMS/messaging
Respond to disruptions of production systems to ensure satisfied clients.
Java developer position will help analyze user needs and define site objectives.
They will use programming languages and software to build applications.
Work together with other developers to produce optimal outcomes.
Requirements: Master's degree or foreign equivalent in Computer Science/Application/ Information Systems, Technology, Electrical Engineering, Any Engineering or related field.
How to Apply: Mail resume to Rakirs Systems LLC, Attn: HR,
Work Hours: 9:00 a.m. to 5:00 p.m.
 HR@rakirssystems.com",,https://www.simplyhired.com/job/AQ9rNPT_Ej9ZRgKwlEEOu5E1kp8z4a0piQrhdt4d01rzF-ZHCGNmgw
"Software Engineer, GTM Innovation (Full Stack)",OpenAI,4.5 out of 5 stars,"San Francisco, CA",Full-time,"$255,000 - $325,000 a year",,"['Law', 'Full-stack development', 'Mid-level', 'JavaScript', 'APIs', 'AI', '4 years', 'Python']","About the Team

The GTM (Go-To-Market) Innovation team is an internal powerhouse revolutionizing how we engage customers through groundbreaking applications of our technology. As an incubator, we amplify the impact of Sales, Technical Success, Enablement, and Revenue Operations by deploying our technology at scale. This team applies advanced capabilities to real-world interactions — reshaping conversations with customers, learning from every exchange, and finding novel ways to show the value of our technology.

About the Role

As a product engineer on the GTM Innovation team, you’ll help OpenAI meet the world at scale. You’ll partner closely with go-to-market teams to understand their workflows, identify leverage points, and ship novel solutions using OpenAI’s API platform. You’ll move quickly from prototype to production, and your work will directly shape how customers experience our technology in the field. This role is ideal for engineers who want to be close to users, own end-to-end outcomes, and help define entirely new categories of enterprise software.

This role is based in San Francisco, CA. We use a hybrid work model of 3 days in the office per week and offer relocation assistance to new employees.

In this role, you will:
Build high-impact applications and tools that accelerate OpenAI’s go-to-market efforts

Work across the full product lifecycle for GTM: prototype, iterate, ship, and maintain

Embed with Sales, Technical Success, and Revenue Operations to identify user needs and build for them

Apply OpenAI’s models in novel ways to solve real-world customer and internal workflow problems

Translate learnings into feedback for Applied and Research teams to inform product development

You’ll thrive in this role if you:
Have 4+ years of experience as a software/ML/product engineer working on user-facing systems

Former founder, or early engineer at a startup who built a product from scratch is a plus

Are fluent in Python or JavaScript and comfortable building full-stack applications

Have built or prototyped LLM-powered workflows using the OpenAI API (or similar)

Take initiative, move quickly, and operate with a strong sense of ownership

Enjoy working closely with end users and shaping 0→1 products

Are collaborative, curious, and motivated to make an outsized impact at the frontier of AI

About OpenAI

OpenAI is an AI research and deployment company dedicated to ensuring that general-purpose artificial intelligence benefits all of humanity. We push the boundaries of the capabilities of AI systems and seek to safely deploy them to the world through our products. AI is an extremely powerful tool that must be created with safety and human needs at its core, and to achieve our mission, we must encompass and value the many different perspectives, voices, and experiences that form the full spectrum of humanity.

We are an equal opportunity employer, and we do not discriminate on the basis of race, religion, color, national origin, sex, sexual orientation, age, veteran status, disability, genetic information, or other applicable legally protected characteristic.

For additional information, please see

OpenAI’s Affirmative Action and Equal Employment Opportunity Policy Statement

.

Qualified applicants with arrest or conviction records will be considered for employment in accordance with applicable law, including the San Francisco Fair Chance Ordinance, the Los Angeles County Fair Chance Ordinance for Employers, and the California Fair Chance Act. For unincorporated Los Angeles County workers: we reasonably believe that criminal history may have a direct, adverse and negative relationship with the following job duties, potentially resulting in the withdrawal of a conditional offer of employment: protect computer hardware entrusted to you from theft, loss or damage; return all computer hardware in your possession (including the data contained therein) upon termination of employment or end of assignment; and maintain the confidentiality of proprietary, confidential, and non-public information. In addition, job duties require access to secure and protected information technology systems and related data security obligations.

We are committed to providing reasonable accommodations to applicants with disabilities.

OpenAI Global Applicant Privacy Policy

At OpenAI, we believe artificial intelligence has the potential to help people solve immense global challenges, and we want the upside of AI to be widely shared. Join us in shaping the future of technology.

Compensation

$255K – $325K + Offers Equity",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/128x128/973fd1dfa2874c829d620db5d973bc25,https://www.simplyhired.com/job/cPUu4zVxhnn6vOJC-gOBx3eBSvQn7O4oKMOFBmqlB6Cgf-2ByWVC3g
Full Stack Engineer (L5) - Consumer Data Systems,Netflix,4 out of 5 stars,Remote,Full-time,"$170,000 - $720,000 a year",6 days ago,"['Data modeling', 'React', 'Full-stack development', 'NoSQL', 'Mid-level', 'Host/hostess experience', 'SQL', 'UX', 'TypeScript', 'Communication skills', 'Analytics']","Netflix is one of the world's leading entertainment services, with over 300 million paid memberships in over 190 countries enjoying TV series, films and games across a wide variety of genres and languages. Members can play, pause and resume watching as much as they want, anytime, anywhere, and can change their plans at any time.
The Consumer Data Systems (CDS) team is dedicated to ensuring the integrity, accuracy, availability, and timeliness of data, which is vital for informed business decisions and enhancing customer experiences. Our mission is to build robust infrastructure and capabilities that empower any user of consumer data to enhance the customer journey. As the tooling team within CDS, we focus on enabling our talented colleagues to build upon this essential data infrastructure.
We are seeking stunning full-stack engineers to join our team and drive the transformation of how Netflix engineers set up, modify, and interact with client telemetry and logging. Your contributions will help us develop blueprints for highly efficient and agile services tailored to various product areas within the company, simplifying the complexities of the underlying infrastructure for our developers.
Key Responsibilities:
Develop End-to-End Solutions: Research, prototype, design, build, and maintain web-based internal tools that help users to easily and collaboratively design, implement, and consume logging and telemetry data.
Continuously Improve: Continuously improve our products, systems, code, and team processes. Implement best practices and raise the bar by introducing new ones.
Ensure Data Integrity: Develop tools that support robust data processing strategies, ensuring the accuracy, availability, and timeliness of data across the organization. Your contributions will be critical in maintaining the integrity of data that informs business decisions and enhances customer experiences.
Collaborate with Cross-Functional Teams: Work closely with engineering, analytical, algorithmic, and product teams to understand their data needs and deliver solutions that improve subscriber experiences. Your ability to partner with teams that build underlying services and APIs will be essential.
Engage with End Users: Directly work with engineering users to gather feedback, understand their needs, and continuously improve their experience with data tools and infrastructure.
Must-have Skills:
UI/UX Intuition: An eye for well-designed UIs, deep appreciation for great user experiences, and a track record of shipping and refining products based on user feedback.
Data Experience: Experience with or understanding of logging, metrics, analytics, and experimentation, and how they drive product and business decisions.
Curiosity: A drive to understand “why” and an eagerness to constantly learn more across the stack, about new domains, and about the problems we can solve for our stakeholders.
Broad Development Experience: Extensive breadth of experience in full-stack development, building user-facing products; proficiency in TypeScript, React, modern web development libraries, and data modeling practices in both SQL and NoSQL.
Great Communication: Exceptional written and verbal communication skills and ability to collaborate with a diverse range of stakeholders.
About you:
You have either extensive experience building UIs and owning client architecture or extensive hands-on experience with data modeling and querying as a data engineer, analyst, or similar role.
You are passionate about creating leverage for others and improving user experiences. You are also interested in data management, product development, and software delivery.
You value collaboration, actively contribute to team outcomes, and support your colleagues to achieve shared success.
You thrive in environments with ambiguity and can deliver results while investing in the long term.
You like to learn new things and to mentor others.
You take ownership of outcomes, have a value-driven mindset, and are motivated by making a significant impact.

Our compensation structure consists solely of an annual salary; we do not have bonuses. You choose each year how much of your compensation you want in salary versus stock options. To determine your personal top of market compensation, we rely on market indicators and consider your specific job family, background, skills, and experience to determine your compensation in the market range. The range for this role is 170,000 - $720,000.
Netflix provides comprehensive benefits including Health Plans, Mental Health support, a 401(k) Retirement Plan with employer match, Stock Option Program, Disability Programs, Health Savings and Flexible Spending Accounts, Family-forming benefits, and Life and Serious Injury Benefits. We also offer paid leave of absence programs. Full-time hourly employees accrue 35 days annually for paid time off to be used for vacation, holidays, and sick paid time off. Full-time salaried employees are immediately entitled to flexible time off. See more detail about our Benefits here .
Netflix has a unique culture and environment. Learn more here .
Inclusion is a Netflix value and we strive to host a meaningful interview experience for all candidates. If you want an accommodation/adjustment for a disability or any other reason during the hiring process, please send a request to your recruiting partner.
We are an equal-opportunity employer and celebrate diversity, recognizing that diversity builds stronger teams. We approach diversity and inclusion seriously and thoughtfully. We do not discriminate on the basis of race, religion, color, ancestry, national origin, caste, sex, sexual orientation, gender, gender identity or expression, age, disability, medical condition, pregnancy, genetic makeup, marital status, or military service.
Job is open for no less than 7 days and will be removed when the position is filled.",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/128x128/d5553f0897d238145e9d8b9573e3c478,https://www.simplyhired.com/job/zzxJM8bKeMzu6KgxMdddBaHdga2jmIMY013pRc3oRZk2-1HPpG6_4g
Full Stack Developer,NMG Technology Services,,"Long Island City, NY",Full-time,$50 - $65 an hour,,"['ASP.NET', 'Computer science', 'Oracle', 'MVC', 'ASP.NET Core', 'Computer Science', 'CSS', 'XML', 'Relational databases', '5 years', '.NET Core', 'C#', 'Microsoft SQL Server', '.NET', 'SOAP', 'SQL', 'Team development', 'OOP', 'WCF', ""Bachelor's degree"", 'JavaScript', 'SCSS', 'Sass', 'REST', 'Angular', 'APIs', 'ADO.NET', 'JSON', 'Telerik', 'Unit testing', 'Senior level', 'Kendo', 'TFS', 'ASP', 'TypeScript', 'Communication skills', 'Entity Framework', 'HTML', 'MySQL', 'SDLC']","MUST BE US CITIZEN OR GREEN CARD HOLDERMUST BE WILLING TO WORK ONSITE IN LONG ISLAND CITY QUEENSStatement of the Job:The Full Stack .Net Developer/Analyst is responsible for working on a Software Development project team, developing applications consistently, and adhering to a standard set of tools and architecture.Responsibilities to include, but not limited to:- Develop distributed and scalable web applications using ASP.NET Core with Angular and ASP.NET MVC 5 framework- Act as a key member of a core development team participating in all aspects of the SCA Software Development Life Cycle as specified by the Project Manager-Contribute to the application's Design and Architecture effort- Work with technical project managers and application directors to ensure that client expectations are met and that project schedules are adhered to- Interact with end users to understand requirement specifications; perform analysis, documentation, design, coding, and testing of solutions, and write user manuals- Document, develop, maintain, and upgrade existing applications. modifying the Applications as required, based on the desired Architecture- Contribute to implementation efforts (UAT, environment setup, and end user support)- Use SCA tools to report activities and update project status as required.Required Skills and Experience for Position:- Minimum 5 years of hands-on experience developing professional applications using Microsoft .NET (C#) 4.0/4.5/4.6 and .Net Core 2.0 or above.- Strong understanding of OOP, architecture designs and patterns- Sound Knowledge of REST-based Web API, WCF, LINQ, Entity Framework, Dot Connect for ORACLE and ADO.NET- Hands-on experience with the latest web standards and technologies ASP.NETMVC 5, HTML5, CSS3, SCSS / SASS, JavaScript, Typescript and Angular 4.0 or above.- Experienced in Kendo UI for MVC from Telerik- Proficiency in relational databases Oracle 10g/11g/12c and SQL Server 2016. Must be able to create and modify stored procedures, functions, triggers, packages, views, materialized views, and database links. Experience with both PL SQL and MS SQL required- Experience working with REST and SOAP and data interchange standards including XML and JSON- Experienced in Team Foundation Server - Team Development including source control management, build processes, unit testing and deployment- Excellent interpersonal, organizational, written communication, oral communication and listening skills- Must be self-motivated, results-oriented, and able to work on a team- Bachelor's Degree in Computer Science OR equivalent experience.Job Type: Full-timePay: $50.00 - $65.00 per hourExpected hours: 40 per weekBenefits:Health insuranceCompensation Package:Hourly paySchedule:Monday to FridayWork Location: In person",,https://www.simplyhired.com/job/hjqTlXG0vXJmNUDs8wRCoXEjoqaiXjkmlT0Xkh3CZljDpVs23ejYNw
